Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open,MID_VA
22-April-2024,2849.55,2849.55,2816.00,2841.90,2832.807506053270000000,18172,2152,51477778.00,7527,41.42,33.55,-7.65,
19-April-2024,2791.00,2822.00,2766.05,2808.45,2788.224035498810000000,108398,18297,302237909.00,47047,43.40,55.95,17.45,
18-April-2024,2845.65,2858.00,2801.10,2814.75,2825.617178000600000000,113494,12175,320690596.00,65395,57.62,56.90,-30.90,
16-April-2024,2838.15,2840.40,2819.30,2830.55,2828.950444306260000000,99706,7325,282063333.00,79518,79.75,21.10,-7.60,
15-April-2024,2798.00,2852.60,2798.00,2843.55,2834.121513439810000000,102680,11724,291007597.00,58286,56.76,54.60,45.55,
12-April-2024,2895.40,2895.40,2845.00,2855.65,2858.325239310040000000,85454,9575,244255325.00,39358,46.06,50.40,-39.75,
10-April-2024,2886.00,2899.00,2857.55,2896.10,2881.886356272990000000,52471,6399,151215459.00,29419,56.07,41.45,10.10,
9-April-2024,2893.90,2915.95,2846.00,2857.35,2875.091387504940000000,78479,10624,225634297.00,42342,53.95,69.95,-36.55,
8-April-2024,2910.95,2910.95,2874.15,2893.90,2891.149949760620000000,67676,6789,195661464.00,41018,60.61,36.80,-17.05,
5-April-2024,2924.20,2927.15,2880.70,2884.65,2900.845207105120000000,104488,10118,303103514.00,58160,55.66,46.45,-39.55,
4-April-2024,2873.65,2942.35,2852.00,2919.20,2895.815345686070000000,122510,11516,354766338.00,59407,48.49,90.35,45.55,
3-April-2024,2853.25,2884.40,2847.05,2869.75,2864.792382529500000000,24155,2481,69199060.00,10515,43.53,37.35,16.50,
2-April-2024,2877.45,2891.95,2856.05,2873.40,2874.024400255400000000,43852,5024,126031718.00,23403,53.37,35.90,-4.05,
1-April-2024,2855.70,2885.80,2852.05,2871.30,2869.094739063160000000,14218,1467,40792789.00,6480,45.58,33.75,15.60,
28-March-2024,2837.45,2867.15,2819.00,2846.00,2846.194738852290000000,41892,3522,119232790.00,20449,48.81,48.15,8.55,
27-March-2024,2813.55,2843.15,2813.55,2830.05,2832.477677068130000000,71272,4154,201876349.00,57454,80.61,29.60,16.50,
26-March-2024,2806.35,2842.25,2806.35,2813.45,2822.707023655220000000,123440,12591,348434955.00,75579,61.23,35.90,7.10,
22-March-2024,2820.00,2854.75,2809.00,2842.25,2830.886189087210000000,74738,9257,211574772.00,34267,45.85,45.75,22.25,
21-March-2024,2835.65,2841.55,2815.35,2821.50,2831.530802362070000000,51311,3983,145288677.00,38665,75.35,26.20,-14.15,
20-March-2024,2815.00,2835.65,2799.25,2823.15,2816.868621793040000000,70004,7021,197192071.00,45251,64.64,36.40,8.15,
19-March-2024,2844.95,2844.95,2802.00,2815.25,2811.105865912920000000,157435,21257,442566452.00,113682,72.21,42.95,-29.70,
18-March-2024,2865.00,2865.00,2818.00,2849.65,2839.479632860500000000,105464,9723,299462880.00,73518,69.71,47.00,-15.35,
15-March-2024,2892.55,2896.00,2850.85,2867.80,2882.638674915450000000,149032,11877,429605407.00,110429,74.10,45.15,-24.75,
14-March-2024,2857.05,2897.85,2800.45,2892.55,2870.058711198580000000,51319,2073,147288543.00,43367,84.50,97.40,35.50,
13-March-2024,2897.75,2897.75,2837.90,2857.70,2856.882163737790000000,59693,4941,170535867.00,47101,78.91,59.85,-40.05,
12-March-2024,2878.00,2898.95,2866.05,2875.55,2882.923541734950000000,70169,8390,202291862.00,42451,60.50,32.90,-2.45,
11-March-2024,2899.75,2899.75,2854.75,2877.15,2870.756613576930000000,29447,2431,84535170.00,19643,66.71,45.00,-22.60,
7-March-2024,2827.60,2894.00,2826.45,2870.10,2870.347308340900000000,115635,11994,331912611.00,59020,51.04,67.55,42.50,
6-March-2024,2810.85,2840.00,2777.80,2827.60,2809.051192664930000000,41881,4063,117645873.00,27378,65.37,62.20,16.75,
5-March-2024,2831.75,2831.75,2805.55,2820.10,2823.511306596100000000,99013,11886,279564325.00,78774,79.56,26.20,-11.65,
4-March-2024,2864.75,2864.75,2828.00,2831.75,2835.756000614880000000,45537,3823,129131821.00,33599,73.78,36.75,-33.00,
2-March-2024,2820.30,2860.00,2820.30,2849.55,2849.121030093970000000,16814,2492,47905121.00,12698,75.52,39.70,29.25,
1-March-2024,2826.15,2846.15,2815.75,2832.10,2833.092625932870000000,133861,16174,379240612.00,87405,65.30,30.40,5.95,
29-February-2024,2791.95,2838.60,2777.00,2825.40,2811.004655550770000000,97518,9097,274123552.00,74408,76.30,61.60,33.45,
28-February-2024,2860.00,2860.00,2788.00,2793.75,2808.625694663950000000,174005,32196,488714914.00,99173,56.99,72.00,-66.25,
27-February-2024,2867.85,2870.00,2851.00,2861.70,2859.866110323830000000,114318,8272,326934174.00,92604,81.01,19.00,-6.15,
26-February-2024,2955.00,2955.00,2850.00,2868.40,2875.719372151720000000,116079,11756,333810629.00,67661,58.29,105.00,-86.60,
23-February-2024,3000.00,3004.95,2964.75,2984.80,2981.796716000840000000,80877,11704,241158773.00,35261,43.60,40.20,-15.20,
22-February-2024,2980.75,3026.90,2934.70,3018.55,2972.512712378980000000,90581,5104,269253174.00,65268,72.05,92.20,37.80,
21-February-2024,3016.55,3025.00,2985.00,2999.95,3014.359711021510000000,119040,11077,358829380.00,87171,73.23,40.00,-16.60,
20-February-2024,3000.00,3017.95,2975.00,3012.35,3003.741087019290000000,72731,4710,218465093.00,61794,84.96,42.95,12.35,
19-February-2024,3014.85,3015.00,2988.05,2997.75,3002.745430809400000000,13788,1945,41401854.00,6749,48.95,26.95,-17.10,
16-February-2024,3038.75,3038.75,3000.00,3007.70,3019.841834828100000000,53520,6772,161621935.00,31495,58.85,38.75,-31.05,
15-February-2024,2982.00,3024.00,2968.50,3015.70,2989.904614572840000000,41694,3275,124661083.00,22744,54.55,55.50,33.70,
14-February-2024,2969.00,2981.90,2935.60,2976.35,2955.244291776120000000,9898,1665,29251008.00,4315,43.59,46.30,7.35,
13-February-2024,2960.05,2980.85,2945.60,2970.95,2965.369011579510000000,52852,6380,156725683.00,30853,58.38,35.25,10.90,
12-February-2024,2971.85,2971.85,2920.00,2956.60,2944.683175604630000000,95100,9111,280039370.00,65380,68.75,51.85,-15.25,
9-February-2024,2933.15,2958.65,2910.00,2952.15,2939.646373274990000000,71304,12071,209608545.00,29733,41.70,48.65,19.00,
8-February-2024,3009.90,3009.90,2920.40,2929.95,2940.425813960300000000,136616,16748,401709213.00,96766,70.83,89.50,-79.95,
7-February-2024,2952.05,3000.00,2936.70,2981.60,2967.790198199630000000,100757,11893,299025637.00,50534,50.15,63.30,29.55,
6-February-2024,2949.85,2949.85,2904.15,2934.60,2925.499032527450000000,49097,3656,143633226.00,35298,71.89,45.70,-15.25,
5-February-2024,2964.40,2964.40,2913.00,2917.15,2942.096763503810000000,27159,3477,79904406.00,14315,52.71,51.40,-47.25,
2-February-2024,2952.90,2961.75,2925.00,2935.10,2942.107366961350000000,57690,10327,169730174.00,17614,30.53,36.75,-17.80,
1-February-2024,2960.00,2971.80,2921.50,2928.60,2939.935950055630000000,80890,15070,237811419.00,49832,61.60,50.30,-31.40,
31-January-2024,2969.95,2970.05,2948.35,2958.00,2956.138068623780000000,69422,10941,205221017.00,41477,59.75,21.70,-11.95,
30-January-2024,2995.80,3005.00,2951.15,2954.85,2973.072198386820000000,58270,10415,173240917.00,35125,60.28,53.85,-40.95,
29-January-2024,2948.70,2987.65,2945.00,2976.45,2967.464729609590000000,335182,3708,994640763.00,316906,94.55,42.65,27.75,
25-January-2024,3019.95,3019.95,2943.50,2949.55,2966.671937951480000000,112686,23386,334302394.00,73996,65.67,76.45,-70.40,
24-January-2024,3058.00,3058.00,2975.85,2999.55,2997.310595113310000000,604826,25858,1812851378.00,513163,84.84,82.15,-58.45,
23-January-2024,3099.90,3106.60,3022.60,3058.00,3065.967191341450000000,106161,19030,325486143.00,53098,50.02,84.00,-41.90,
20-January-2024,3167.10,3184.00,3132.00,3140.35,3157.410227960460000000,9914,1194,31302565.00,4208,42.44,52.00,-26.75,
19-January-2024,3170.50,3200.30,3150.00,3165.60,3171.110046968070000000,38111,6940,120854175.00,11094,29.11,50.30,-4.90,
18-January-2024,3243.75,3255.00,3070.55,3163.65,3141.743315906000000000,107494,16789,337718556.00,44743,41.62,184.45,-80.10,
17-January-2024,3295.00,3302.00,3194.00,3242.30,3257.951130641270000000,73277,10256,238732885.00,33123,45.20,108.00,-52.70,
16-January-2024,3270.15,3319.00,3270.15,3297.50,3299.935065963480000000,63141,8056,208361200.00,43440,68.80,48.85,27.35,
15-January-2024,3278.85,3289.95,3257.60,3274.05,3266.397300124210000000,61188,6743,199864318.00,45035,73.60,32.35,-4.80,
12-January-2024,3273.05,3291.55,3244.25,3278.00,3268.522913416540000000,30768,6277,100565913.00,10055,32.68,47.30,4.95,
11-January-2024,3286.55,3308.00,3271.15,3287.85,3282.787644787640000000,33929,3111,111381702.00,27101,79.88,36.85,1.30,
10-January-2024,3299.95,3299.95,3259.30,3286.55,3287.276188971400000000,82277,1897,270467223.00,73684,89.56,40.65,-13.40,
9-January-2024,3306.55,3312.50,3262.35,3266.85,3287.843614432340000000,37804,2364,124293640.00,25659,67.87,50.15,-39.70,
8-January-2024,3358.40,3376.30,3292.80,3296.45,3322.988629482610000000,14863,1923,49389580.00,6534,43.96,83.50,-61.95,
5-January-2024,3380.30,3380.30,3342.40,3355.50,3365.479976661540000000,18853,3533,63449394.00,6383,33.86,37.90,-24.80,
4-January-2024,3373.60,3400.35,3365.00,3379.35,3383.235207913540000000,16377,2213,55407243.00,6815,41.61,35.35,5.75,
3-January-2024,3388.00,3400.85,3368.50,3371.60,3384.534400000000000000,10625,1435,35960678.00,4099,38.58,32.35,-16.40,
2-January-2024,3395.00,3398.30,3345.00,3390.55,3372.809321313150000000,11758,1380,39657492.00,4728,40.21,53.30,-4.45,
1-January-2024,3386.30,3408.40,3386.30,3394.55,3396.380570409980000000,13464,1454,45728868.00,5242,38.93,22.10,8.25,
29-December-2023,3400.15,3422.00,3383.80,3402.10,3395.035634871950000000,52168,7584,177112219.00,25515,48.91,38.20,1.95,
28-December-2023,3403.00,3418.00,3373.30,3395.15,3390.329206152670000000,20999,2733,71193523.00,8222,39.15,44.70,-7.85,
27-December-2023,3384.45,3412.40,3354.55,3403.00,3383.050936401710000000,20771,2329,70269351.00,9930,47.81,57.85,18.55,
26-December-2023,3346.50,3391.00,3344.05,3382.95,3366.863762509460000000,83237,8180,280247639.00,52093,62.58,46.95,36.45,
22-December-2023,3306.55,3351.00,3287.80,3341.55,3337.119116920200000000,54627,5989,182296806.00,35712,65.37,63.20,35.00,
21-December-2023,3260.80,3319.55,3260.80,3302.60,3293.814617186630000000,53786,7459,177161113.00,37620,69.94,58.75,41.80,
20-December-2023,3325.35,3359.65,3282.05,3306.55,3331.251080861020000000,87199,6623,290481763.00,71868,82.42,77.60,-18.80,
19-December-2023,3335.00,3353.15,3300.55,3335.55,3326.707552704660000000,25567,2111,85053932.00,16185,63.30,52.60,0.55,
18-December-2023,3314.00,3335.00,3296.40,3332.00,3327.641231047750000000,44190,2285,147048466.00,31683,71.70,38.60,18.00,
15-December-2023,3243.05,3326.00,3242.75,3312.00,3283.429582578650000000,119807,14813,393377848.00,80040,66.81,83.25,68.95,
14-December-2023,3251.65,3254.95,3217.30,3242.75,3238.569019411710000000,63982,7861,207210123.00,34717,54.26,37.65,-8.90,
13-December-2023,3236.65,3246.00,3190.00,3244.35,3221.554253637800000000,18349,1895,59112299.00,9543,52.01,56.00,7.70,
12-December-2023,3226.65,3257.70,3208.40,3223.55,3233.810021255640000000,77156,7941,249507846.00,52318,67.81,49.30,-3.10,
11-December-2023,3233.00,3245.00,3185.20,3233.15,3210.635375792330000000,56321,6707,180826195.00,29002,51.49,59.80,0.15,
8-December-2023,3275.80,3275.80,3227.10,3233.15,3242.363246758040000000,27067,5871,87761046.00,9850,36.39,48.70,-42.65,
7-December-2023,3297.95,3300.50,3246.60,3251.25,3267.367961854520000000,29571,3042,96619338.00,15194,51.38,53.90,-46.70,
6-December-2023,3255.05,3289.00,3234.00,3252.00,3268.648692977960000000,29265,3171,95657004.00,12038,41.13,55.00,-3.05,
5-December-2023,3194.55,3248.05,3178.65,3226.20,3217.853140416760000000,27162,2742,87403327.00,13961,51.40,69.40,31.65,
4-December-2023,3190.00,3204.50,3166.45,3194.35,3184.309609276140000000,38723,3497,123306021.00,23448,60.55,38.05,4.35,
1-December-2023,3141.00,3190.00,3139.15,3172.70,3170.802537929900000000,97087,12067,307843706.00,44317,45.65,50.85,31.70,
30-November-2023,3145.05,3149.85,3112.50,3120.00,3130.527747717280000000,59140,7084,185139411.00,37803,63.92,37.35,-25.05,
29-November-2023,3140.05,3170.00,3140.05,3149.85,3158.466324786320000000,8775,1126,27715542.00,4220,48.09,29.95,9.80,
28-November-2023,3140.45,3159.60,3134.60,3147.65,3149.881733482050000000,30482,5150,96014695.00,20788,68.20,25.00,7.20,
24-November-2023,3130.00,3139.40,3111.85,3136.15,3128.060074131060000000,14299,3409,44728131.00,3774,26.39,27.55,6.15,
23-November-2023,3150.00,3170.85,3116.50,3121.90,3145.665004629960000000,14039,2367,44161991.00,4899,34.90,54.35,-28.10,
22-November-2023,3135.00,3156.00,3121.45,3132.60,3139.592164179100000000,13400,1461,42070535.00,4980,37.16,34.55,-2.40,
21-November-2023,3141.05,3147.95,3127.95,3132.30,3136.391542678150000000,12770,1566,40051720.00,4701,36.81,20.00,-8.75,
20-November-2023,3168.00,3170.00,3133.05,3139.60,3146.676565824780000000,10809,1702,34012427.00,4627,42.81,36.95,-28.40,
17-November-2023,3145.05,3228.00,3145.05,3167.50,3196.828475311010000000,44291,5688,141590730.00,16298,36.80,82.95,22.45,
16-November-2023,3116.40,3140.30,3098.35,3130.00,3128.529648341420000000,30086,1963,94124943.00,25090,83.39,41.95,13.60,
15-November-2023,3081.05,3118.00,3078.20,3115.10,3096.803151491930000000,41758,5921,129316306.00,24683,59.11,39.80,34.05,
13-November-2023,3099.50,3099.50,3066.00,3088.95,3080.867511542630000000,52631,2339,162149138.00,44629,84.80,33.50,-10.55,
12-November-2023,3100.00,3100.00,3093.70,3097.60,3097.881921824100000000,4912,960,15216796.00,3458,70.40,6.30,-2.40,
10-November-2023,3079.95,3087.55,3041.05,3075.90,3065.743226751280000000,16388,2746,50241400.00,4288,26.17,46.50,-4.05,
9-November-2023,3106.00,3110.20,3073.00,3080.15,3096.755536535790000000,18694,2034,57890748.00,6965,37.26,37.20,-25.85,
8-November-2023,3050.05,3098.80,3045.00,3092.90,3079.356744073150000000,49436,6115,152231080.00,26475,53.55,53.80,42.85,
7-November-2023,3039.95,3040.00,3003.00,3033.50,3020.227427597960000000,10566,1542,31911723.00,3963,37.51,37.00,-6.45,
6-November-2023,3013.95,3033.00,2985.40,3027.90,3011.259130865420000000,64616,9360,194575520.00,41172,63.72,47.60,13.95,
3-November-2023,2960.00,2983.10,2943.00,2977.85,2974.088705138750000000,115495,12361,343492375.00,34293,29.69,40.10,17.85,
2-November-2023,2964.10,2964.10,2934.35,2955.70,2949.335074302060000000,32166,6237,94868312.00,19327,60.09,29.75,-8.40,
1-November-2023,2999.00,3004.95,2930.05,2935.35,2953.969566788450000000,49814,12208,147149040.00,33358,66.97,74.90,-63.65,
31-October-2023,2987.95,3013.00,2965.10,2996.35,2997.011907221820000000,38716,5859,116032313.00,16813,43.43,47.90,8.40,
30-October-2023,2979.55,2991.10,2940.00,2967.45,2967.663489086840000000,19197,2426,56970236.00,8453,44.03,51.10,-12.10,
27-October-2023,2950.00,2975.00,2932.00,2954.30,2955.391958182550000000,62175,10085,183751495.00,18864,30.34,43.00,4.30,
26-October-2023,3059.95,3060.00,2941.25,2958.40,2992.788777939660000000,140705,25155,421100345.00,85290,60.62,118.75,-101.55,
25-October-2023,3090.30,3107.00,3052.75,3061.10,3084.177590847910000000,14860,2028,45830879.00,5732,38.57,54.25,-29.20,
23-October-2023,3104.95,3108.05,3063.00,3071.40,3093.692198042380000000,21046,2675,65109846.00,13466,63.98,45.05,-33.55,
20-October-2023,3094.60,3116.10,3066.05,3105.35,3103.104088426910000000,258021,18957,800666020.00,45077,17.47,50.05,10.75,
19-October-2023,3093.05,3111.65,3076.55,3100.35,3100.379880087310000000,72386,1681,224424098.00,63939,88.33,35.10,7.30,
18-October-2023,3110.00,3116.00,3091.00,3096.05,3108.578514456630000000,40120,3567,124716170.00,33153,82.63,25.00,-13.95,
17-October-2023,3130.05,3135.05,3092.70,3112.15,3111.420779842120000000,37623,6292,117060984.00,17792,47.29,42.35,-17.90,
16-October-2023,3134.95,3134.95,3097.90,3112.60,3114.475610283000000000,23145,2972,72084538.00,10861,46.93,37.05,-22.35,
13-October-2023,3150.00,3171.65,3128.10,3148.75,3148.228885858980000000,154020,16562,484890213.00,18679,12.13,43.55,-1.25,
12-October-2023,3195.50,3195.50,3150.45,3159.35,3160.437604147380000000,10802,1636,34139047.00,4814,44.57,45.05,-36.15,
11-October-2023,3169.95,3185.00,3155.00,3163.55,3163.635263187760000000,158613,3493,501793680.00,148679,93.74,30.00,-6.40,
10-October-2023,3149.00,3163.55,3140.90,3151.65,3149.245371916160000000,26955,4564,84887909.00,13273,49.24,22.65,2.65,
9-October-2023,3147.25,3163.00,3134.20,3153.25,3152.656134986690000000,17661,2153,55679060.00,7705,43.63,28.80,6.00,
6-October-2023,3222.45,3222.45,3186.80,3193.65,3200.591742720560000000,69030,6830,220936848.00,8493,12.30,35.65,-28.80,
5-October-2023,3208.00,3232.85,3175.00,3205.40,3201.395501405810000000,21340,2444,68317780.00,6349,29.75,57.85,-2.60,
4-October-2023,3169.95,3188.60,3153.15,3169.55,3171.726790971540000000,15285,2157,48479844.00,5951,38.93,35.45,-0.40,
3-October-2023,3169.95,3226.00,3161.40,3166.60,3189.874778689840000000,62130,6895,198186920.00,21246,34.20,64.60,-3.35,
29-September-2023,3209.95,3209.95,3134.40,3161.35,3158.101826072720000000,48848,5939,154266958.00,14619,29.93,75.55,-48.60,
28-September-2023,3298.95,3298.95,3155.60,3169.60,3193.310160066940000000,74094,7782,236605123.00,27241,36.77,143.35,-129.35,
27-September-2023,3262.90,3307.00,3262.90,3300.70,3291.911911964120000000,38348,3962,126238238.00,16244,42.36,44.10,37.80,
26-September-2023,3323.40,3323.40,3260.10,3293.85,3288.666140169410000000,71542,6711,235277753.00,38469,53.77,63.30,-29.55,
25-September-2023,3277.05,3333.50,3270.25,3323.30,3315.270178156470000000,129100,13870,428001380.00,77033,59.67,63.25,46.25,
22-September-2023,3220.05,3283.95,3220.05,3276.05,3260.159502785770000000,49717,4691,162085350.00,26774,53.85,63.90,56.00,
21-September-2023,3206.65,3259.80,3182.00,3242.35,3211.427453263470000000,92754,9361,297872742.00,57158,61.62,77.80,35.70,
20-September-2023,3205.00,3227.70,3195.05,3215.55,3208.269901668070000000,123256,8600,395438515.00,105592,85.67,32.65,10.55,
18-September-2023,3196.60,3229.05,3190.00,3205.45,3215.263571502430000000,19342,2167,62189628.00,10873,56.21,39.05,8.85,
15-September-2023,3240.00,3240.00,3185.00,3196.60,3198.322304182830000000,46906,4793,150020506.00,22113,47.14,55.00,-43.40,
14-September-2023,3287.95,3291.15,3223.90,3239.40,3246.026583757620000000,23962,2800,77781289.00,9646,40.26,67.25,-48.55,
13-September-2023,3247.60,3283.80,3225.50,3276.55,3255.584605382180000000,35376,4357,115169561.00,18704,52.87,58.30,28.95,
12-September-2023,3257.45,3280.00,3242.95,3257.05,3263.954843491650000000,17539,1769,57246504.00,5936,33.84,37.05,-0.40,
11-September-2023,3233.05,3265.00,3233.05,3259.15,3252.807063100490000000,11553,1663,37579680.00,6807,58.92,31.95,26.10,
8-September-2023,3246.05,3262.40,3233.05,3236.65,3246.872603655820000000,8972,1433,29130941.00,3950,44.03,29.35,-9.40,
7-September-2023,3213.90,3252.00,3203.00,3244.75,3233.158141197500000000,27975,2647,90447599.00,18833,67.32,49.00,30.85,
6-September-2023,3212.00,3230.00,3192.75,3223.85,3210.817111053590000000,38630,5306,124033865.00,17095,44.25,37.25,11.85,
5-September-2023,3235.60,3249.50,3217.50,3223.70,3238.120986385820000000,31144,3678,100848040.00,22365,71.81,32.00,-11.90,
4-September-2023,3259.55,3265.00,3216.30,3235.20,3231.709963608170000000,46439,6696,150077379.00,22686,48.85,48.70,-24.35,
1-September-2023,3240.00,3263.80,3217.35,3259.95,3242.741327623130000000,11675,1837,37859005.00,4176,35.77,46.45,19.95,
31-August-2023,3308.95,3308.95,3227.60,3250.65,3263.648190316400000000,16688,1835,54463761.00,8598,51.52,81.35,-58.30,
30-August-2023,3304.75,3304.75,3276.05,3294.30,3292.400981432360000000,37700,3693,124123517.00,30592,81.15,28.70,-10.45,
29-August-2023,3250.05,3288.00,3250.05,3285.05,3278.178707837100000000,62051,6597,203414267.00,38505,62.05,37.95,35.00,
28-August-2023,3260.05,3271.00,3231.05,3260.45,3260.843430716500000000,61270,7618,199791877.00,37442,61.11,39.95,0.40,
25-August-2023,3244.95,3264.25,3216.35,3259.95,3248.582501050450000000,61878,7191,201015788.00,35864,57.96,47.90,15.00,
24-August-2023,3180.15,3234.00,3172.00,3226.25,3219.796560157630000000,100993,5982,325176914.00,72665,71.95,62.00,46.10,
23-August-2023,3180.50,3196.30,3165.05,3168.70,3177.764906950250000000,23697,4386,75303495.00,11210,47.31,31.25,-11.80,
22-August-2023,3194.65,3194.85,3171.50,3180.15,3183.036263507900000000,9624,1444,30633541.00,4083,42.43,23.35,-14.50,
21-August-2023,3161.50,3187.00,3154.00,3182.05,3170.587276610090000000,8897,1599,28208715.00,4032,45.32,33.00,20.55,
18-August-2023,3178.00,3185.50,3157.00,3161.45,3167.721191680720000000,16011,2525,50718384.00,7432,46.42,28.50,-16.55,
17-August-2023,3220.00,3223.00,3162.50,3182.85,3185.785404708910000000,17074,2689,54394100.00,8710,51.01,60.50,-37.15,
16-August-2023,3195.00,3207.85,3177.00,3193.80,3188.948222850820000000,16262,2645,51858676.00,8399,51.65,30.85,-1.20,
14-August-2023,3185.20,3209.95,3152.00,3199.80,3182.930000000000000000,22600,3027,71934218.00,12529,55.44,57.95,14.60,
11-August-2023,3230.05,3248.95,3178.75,3185.20,3198.913303272570000000,36149,3856,115637517.00,14841,41.06,70.20,-44.85,
10-August-2023,3315.00,3318.60,3228.00,3234.25,3251.286095813460000000,54293,6384,176522076.00,24441,45.02,90.60,-80.75,
9-August-2023,3330.00,3356.60,3302.45,3330.40,3325.141398541400000000,11655,1864,38754523.00,5866,50.33,54.15,0.40,
8-August-2023,3342.00,3359.00,3333.00,3346.25,3345.069767441860000000,9675,1466,32363550.00,4440,45.89,26.00,4.25,
7-August-2023,3321.30,3349.65,3320.15,3341.70,3336.419021336190000000,24278,4346,81001581.00,14776,60.86,29.50,20.40,
4-August-2023,3335.00,3372.80,3305.00,3339.90,3336.795133528420000000,43399,3358,144813572.00,28555,65.80,67.80,4.90,
3-August-2023,3365.05,3371.10,3317.70,3335.55,3333.146507936510000000,75600,8992,251985876.00,54557,72.17,53.40,-29.50,
2-August-2023,3335.05,3371.95,3330.65,3363.25,3351.216794075490000000,16744,2417,56112774.00,6572,39.25,41.30,28.20,
1-August-2023,3374.95,3384.45,3337.90,3341.85,3350.820085274860000000,13134,2381,44009671.00,6894,52.49,46.55,-33.10,
31-July-2023,3350.00,3386.10,3330.00,3374.95,3361.020737294100000000,69633,7558,234037957.00,52175,74.93,56.10,24.95,
28-July-2023,3370.95,3396.60,3364.80,3390.10,3381.716038118410000000,29592,4850,100071741.00,14455,48.85,31.80,19.15,
27-July-2023,3380.05,3413.40,3352.30,3370.95,3378.788743681420000000,16222,2472,54810711.00,6800,41.92,61.10,-9.10,
26-July-2023,3400.10,3414.45,3365.00,3371.85,3389.210344827590000000,24940,3128,84526906.00,9584,38.43,49.45,-28.25,
25-July-2023,3554.75,3554.75,3351.00,3400.10,3444.989579112460000000,209771,9726,722658909.00,130063,62.00,203.75,-154.65,
24-July-2023,3500.05,3566.90,3500.00,3542.10,3532.833542976940000000,19080,3314,67406464.00,9634,50.49,66.90,42.05,
21-July-2023,3523.75,3537.60,3505.50,3516.85,3518.807010081250000000,23509,3297,82723634.00,14418,61.33,32.10,-6.90,
20-July-2023,3501.05,3534.30,3494.90,3523.70,3518.857258645530000000,33312,6720,117220173.00,21767,65.34,39.40,22.65,
19-July-2023,3513.50,3529.00,3481.45,3516.80,3507.226771475430000000,17683,2613,62018291.00,8959,50.66,47.55,3.30,
18-July-2023,3450.05,3521.05,3450.05,3512.75,3493.541476727890000000,67785,10909,236809709.00,49792,73.46,71.00,62.70,
