Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open,MID_VA
17-July-2023,3422.10,3472.90,3422.10,3460.65,3449.654494247940000000,20949,3116,72266812.00,10987,52.45,50.80,38.55,
14-July-2023,3398.60,3435.00,3386.55,3429.55,3414.146744514470000000,47443,7672,161977364.00,34336,72.37,48.45,30.95,
13-July-2023,3416.50,3421.15,3385.00,3398.60,3399.677893314680000000,41449,6027,140913249.00,24673,59.53,36.15,-17.90,
12-July-2023,3400.65,3413.85,3363.00,3407.20,3389.458513354280000000,20368,2822,69036491.00,8526,41.86,50.85,6.55,
11-July-2023,3345.15,3399.00,3345.15,3392.10,3381.737968246090000000,16124,2248,54527143.00,8642,53.60,53.85,46.95,
10-July-2023,3344.05,3370.00,3292.85,3342.35,3334.140547352400000000,42057,8360,140223949.00,25270,60.09,77.15,-1.70,
7-July-2023,3375.00,3412.25,3337.55,3344.05,3367.931928816530000000,37593,5544,126610665.00,10933,29.08,74.70,-30.95,
6-July-2023,3400.10,3407.45,3367.75,3395.90,3386.926213702360000000,17632,2471,59718283.00,8678,49.22,39.70,-4.20,
5-July-2023,3343.05,3400.00,3343.05,3374.15,3373.671467190960000000,40690,6822,137274692.00,29436,72.34,56.95,31.10,
4-July-2023,3358.30,3386.55,3331.20,3347.90,3348.843150896720000000,12936,2034,43320635.00,6801,52.57,55.35,-10.40,
3-July-2023,3362.60,3374.15,3337.95,3358.30,3357.083258605230000000,14497,2434,48667636.00,6967,48.06,36.20,-4.30,
30-June-2023,3347.20,3449.75,3345.00,3361.70,3373.729338182700000000,65713,9152,221697876.00,14726,22.41,104.75,14.50,
28-June-2023,3330.00,3355.00,3324.15,3347.15,3342.667596439170000000,16850,2374,56323949.00,8297,49.24,30.85,17.15,
27-June-2023,3280.05,3343.05,3278.20,3325.30,3325.618610664400000000,31713,5313,105465343.00,21915,69.10,64.85,45.25,
26-June-2023,3290.75,3314.95,3272.00,3308.35,3299.241327348510000000,31190,4728,102903337.00,22975,73.66,42.95,17.60,
23-June-2023,3250.15,3303.00,3250.15,3297.70,3292.867659721990000000,89421,9310,294451519.00,10052,11.24,52.85,47.55,
22-June-2023,3330.00,3330.00,3241.70,3247.95,3267.023575319080000000,49204,2171,160750628.00,41535,84.41,88.30,-82.05,
21-June-2023,3306.05,3331.40,3300.00,3314.55,3310.909377664110000000,11730,1661,38836967.00,5919,50.46,31.40,8.50,
20-June-2023,3309.90,3326.45,3276.30,3318.40,3296.800487953640000000,32790,5862,108102088.00,22471,68.53,50.15,8.50,
19-June-2023,3310.00,3344.70,3304.50,3309.85,3318.232577293460000000,15784,2584,52374983.00,7653,48.49,40.20,-0.15,
16-June-2023,3237.85,3323.20,3237.85,3315.20,3304.877314937650000000,18845,2422,62280413.00,10445,55.43,85.35,77.35,
15-June-2023,3272.30,3303.20,3272.30,3294.00,3290.380346065950000000,21441,2269,70549045.00,12475,58.18,30.90,21.70,
14-June-2023,3260.05,3288.95,3253.30,3269.15,3270.857213014120000000,16290,2246,53282264.00,7076,43.44,35.65,9.10,
13-June-2023,3202.00,3272.35,3202.00,3262.20,3255.280002317900000000,34514,3887,112352734.00,13775,39.91,70.35,60.20,
12-June-2023,3180.00,3202.50,3152.30,3193.45,3180.115808144260000000,13531,1623,43030147.00,4682,34.60,50.20,13.45,
9-June-2023,3212.00,3238.00,3168.25,3180.40,3204.507165445210000000,492991,3214,1579793192.00,481642,97.70,69.75,-31.60,
8-June-2023,3223.85,3245.20,3192.30,3210.75,3216.447773426830000000,10981,1585,35319813.00,3945,35.93,52.90,-13.10,
7-June-2023,3214.00,3228.45,3208.05,3223.85,3219.010484145930000000,11732,1389,37765431.00,6298,53.68,20.40,9.85,
6-June-2023,3199.10,3238.30,3195.85,3212.20,3219.896554754790000000,11378,1614,36635983.00,4595,40.38,42.45,13.10,
5-June-2023,3235.20,3237.00,3195.95,3199.05,3211.753575266600000000,12097,2110,38852583.00,5332,44.08,41.05,-36.15,
2-June-2023,3240.00,3250.00,3217.40,3235.15,3236.452831628760000000,13102,1876,42404005.00,5210,39.76,32.60,-4.85,
1-June-2023,3226.00,3249.00,3206.45,3240.45,3236.362537810980000000,64796,9252,209703347.00,44175,68.18,42.55,14.45,
31-May-2023,3145.00,3218.35,3139.40,3198.20,3188.416456284880000000,30104,3881,95984089.00,16416,54.53,78.95,53.20,
30-May-2023,3139.10,3154.70,3128.90,3143.50,3143.499964036540000000,13903,1777,43704080.00,6680,48.05,25.80,4.40,
29-May-2023,3150.00,3153.80,3115.65,3136.30,3131.869150348490000000,12052,1727,37745287.00,5472,45.40,38.15,-13.70,
26-May-2023,3117.05,3136.15,3112.00,3127.20,3126.712268097040000000,20321,1750,63537920.00,14218,69.97,24.15,10.15,
25-May-2023,3100.00,3128.00,3086.00,3122.30,3108.613346557100000000,28232,3989,87762372.00,15842,56.11,42.00,22.30,
24-May-2023,3120.00,3133.15,3098.00,3102.00,3114.624459809850000000,11570,1434,36036205.00,3340,28.87,35.15,-18.00,
23-May-2023,3082.15,3127.80,3082.15,3118.30,3114.832272639610000000,36297,5397,113059067.00,24658,67.93,45.65,36.15,
22-May-2023,3061.55,3105.00,3046.40,3085.30,3084.811997991970000000,11952,1648,36869673.00,5804,48.56,58.60,23.75,
19-May-2023,3109.00,3128.35,3068.15,3083.95,3093.346943573670000000,12760,1835,39471107.00,5911,46.32,60.20,-25.05,
18-May-2023,3099.90,3124.35,3093.00,3108.70,3109.743291839560000000,32535,4818,101175498.00,18789,57.75,31.35,8.80,
17-May-2023,3130.00,3143.70,3075.00,3093.00,3103.359255658940000000,57608,9031,178778320.00,34369,59.66,68.70,-37.00,
16-May-2023,3149.90,3165.00,3124.00,3138.10,3147.643150174040000000,16088,1929,50639283.00,5829,36.23,41.00,-11.80,
15-May-2023,3120.05,3167.60,3120.05,3131.50,3150.490195775450000000,64717,8694,203890274.00,45587,70.44,47.55,11.45,
12-May-2023,3139.00,3179.00,3088.00,3131.30,3139.577552275520000000,48780,5083,153148593.00,17272,35.41,91.00,-7.70,
11-May-2023,3057.95,3155.00,3031.20,3138.60,3094.537646576060000000,80419,7398,248859623.00,18831,23.42,123.80,80.65,
10-May-2023,3048.95,3056.95,3017.70,3040.65,3036.925214121580000000,33509,4941,101764327.00,19678,58.72,39.25,-8.30,
9-May-2023,3005.05,3074.00,3005.05,3035.40,3050.227889740170000000,24016,2646,73254273.00,9539,39.72,68.95,30.35,
8-May-2023,3015.00,3034.90,2992.55,3018.70,3015.587899756870000000,21388,2759,64497394.00,8708,40.71,42.35,3.70,
5-May-2023,2965.00,3024.20,2950.70,3011.90,2993.034758030630000000,26181,3221,78360643.00,10897,41.62,73.50,46.90,
4-May-2023,2957.95,2986.90,2923.00,2982.55,2958.559386556450000000,27582,3106,81602985.00,10473,37.97,63.90,24.60,
3-May-2023,2910.60,2962.80,2899.00,2929.35,2933.797300410010000000,43414,4614,127367876.00,16115,37.12,63.80,18.75,
2-May-2023,2902.05,2934.45,2892.70,2899.00,2911.914271691120000000,18337,1987,53395772.00,6377,34.78,41.75,-3.05,
28-April-2023,2914.90,2914.90,2847.70,2901.30,2886.227699847140000000,44484,3434,128390953.00,27067,60.85,67.20,-13.60,
27-April-2023,2912.00,2932.60,2894.00,2898.45,2900.092061409260000000,38105,3250,110508008.00,27976,73.42,38.60,-13.55,
26-April-2023,2878.70,2916.00,2878.70,2909.25,2902.656934306570000000,19865,1708,57661280.00,10212,51.41,37.30,30.55,
25-April-2023,2896.00,2901.65,2864.60,2897.60,2893.982813696740000000,53531,3583,154917794.00,41630,77.77,37.05,1.60,
24-April-2023,2880.00,2896.00,2854.00,2890.10,2881.854043798290000000,43746,3368,126069587.00,30657,70.08,42.00,10.10,
21-April-2023,2844.50,2886.00,2844.50,2880.05,2870.605571355390000000,56611,6413,162507852.00,33132,58.53,41.50,35.55,
20-April-2023,2815.00,2851.15,2814.35,2843.85,2837.788798550340000000,41941,3403,119019700.00,29606,70.59,36.80,28.85,
19-April-2023,2854.70,2855.00,2801.25,2809.00,2822.338768909400000000,59362,7978,167539674.00,33863,57.04,53.75,-45.70,
18-April-2023,2842.50,2860.00,2831.50,2857.60,2853.665728262880000000,43336,2621,123666458.00,28317,65.34,28.50,15.10,
17-April-2023,2812.00,2845.00,2807.30,2842.50,2827.961051298290000000,15790,1936,44653505.00,8024,50.82,37.70,30.50,
13-April-2023,2781.05,2812.60,2781.05,2808.30,2803.037769869510000000,42150,5488,118148042.00,29849,70.82,31.55,27.25,
12-April-2023,2754.00,2805.55,2753.00,2786.85,2776.231573638200000000,29740,2996,82565127.00,10126,34.05,52.55,32.85,
11-April-2023,2790.00,2790.00,2750.20,2753.65,2757.279605831840000000,104118,10470,287082438.00,79127,76.00,39.80,-36.35,
10-April-2023,2814.95,2814.95,2755.35,2776.45,2772.308211292870000000,37351,3224,103548484.00,19560,52.37,59.60,-38.50,
6-April-2023,2808.00,2825.00,2775.50,2809.35,2808.191339406620000000,32492,4614,91243753.00,16291,50.14,49.50,1.35,
5-April-2023,2763.00,2811.65,2752.20,2808.65,2784.079592692880000000,52442,7105,146002702.00,24671,47.04,59.45,45.65,
3-April-2023,2755.00,2781.00,2705.90,2777.40,2750.517927175750000000,57371,8408,157799964.00,30139,52.53,75.10,22.40,
31-March-2023,2769.00,2774.00,2747.45,2761.65,2761.012603915260000000,26103,3777,72070712.00,12664,48.52,26.55,-7.35,
29-March-2023,2783.70,2793.10,2756.00,2769.00,2772.075947517610000000,34221,7221,94863211.00,23993,70.11,37.10,-14.70,
28-March-2023,2789.00,2810.00,2765.00,2783.70,2782.929097387170000000,16840,2070,46864526.00,6150,36.52,45.00,-5.30,
27-March-2023,2798.50,2818.40,2786.20,2802.90,2800.983843455310000000,31071,5222,87029369.00,19942,64.18,32.20,4.40,
24-March-2023,2790.25,2815.75,2773.25,2798.70,2794.309239013930000000,23325,3578,65177263.00,12538,53.75,42.50,8.45,
23-March-2023,2823.75,2823.75,2768.65,2797.40,2789.963781461020000000,21177,3055,59083063.00,6762,31.93,55.10,-26.35,
22-March-2023,2802.00,2854.15,2802.00,2839.75,2836.188348803130000000,40940,2822,116113551.00,11855,28.96,52.15,37.75,
21-March-2023,2864.95,2886.15,2830.70,2837.65,2854.746630341270000000,34870,4679,99545015.00,11023,31.61,55.45,-27.30,
20-March-2023,2861.90,2886.10,2833.00,2855.85,2847.739556209670000000,17666,2150,50308167.00,7195,40.73,53.10,-6.05,
17-March-2023,2910.65,2920.00,2855.20,2861.90,2888.114530330130000000,57583,8568,166306299.00,27820,48.31,64.80,-48.75,
16-March-2023,2842.60,2900.00,2828.05,2894.95,2870.162409152350000000,102094,14465,293026361.00,66009,64.66,71.95,52.35,
15-March-2023,2778.00,2865.00,2768.60,2829.40,2832.288349815150000000,109818,15337,311036242.00,48417,44.09,96.40,51.40,
14-March-2023,2777.05,2784.00,2740.35,2746.25,2760.312907300550000000,69666,15684,192299959.00,57291,82.24,43.65,-30.80,
13-March-2023,2828.95,2849.00,2773.00,2783.05,2812.501439718650000000,45495,7157,127954753.00,27125,59.62,76.00,-45.90,
10-March-2023,2825.05,2840.35,2807.00,2829.55,2824.747678514250000000,15615,1917,44108435.00,5627,36.04,33.35,4.50,
9-March-2023,2869.95,2871.65,2838.40,2853.20,2857.445275858370000000,55862,7020,159622608.00,42408,75.92,33.25,-16.75,
8-March-2023,2852.05,2867.00,2827.00,2859.40,2848.171501098970000000,32303,5893,92004484.00,14701,45.51,40.00,7.35,
6-March-2023,2835.05,2883.80,2831.95,2867.00,2873.427438516370000000,64814,6305,186238326.00,45877,70.78,51.85,31.95,
3-March-2023,2845.20,2850.00,2811.65,2828.20,2825.938614007840000000,13521,2400,38209516.00,5146,38.06,38.35,-17.00,
2-March-2023,2838.95,2849.00,2810.60,2833.55,2832.834376303710000000,40749,5771,115435168.00,21950,53.87,38.40,-5.40,
1-March-2023,2828.50,2853.90,2816.50,2841.40,2837.084278207960000000,86784,8127,246213522.00,43917,50.60,37.40,12.90,
28-February-2023,2754.95,2838.95,2730.00,2829.50,2794.484747179270000000,38288,4473,106995232.00,10267,26.82,108.95,74.55,
27-February-2023,2738.70,2758.05,2725.00,2749.75,2743.552734413350000000,50925,7192,139715423.00,21663,42.54,33.05,11.05,
24-February-2023,2709.30,2762.00,2709.30,2738.70,2740.806509285490000000,79425,8497,217688557.00,29955,37.71,52.70,29.40,
23-February-2023,2791.00,2803.05,2701.00,2706.35,2731.355416728510000000,74113,11805,202428944.00,56356,76.04,102.05,-84.65,
22-February-2023,2814.95,2814.95,2780.00,2795.90,2795.650550724640000000,25875,2180,72337458.00,12818,49.54,34.95,-19.05,
21-February-2023,2836.00,2840.95,2805.00,2817.00,2814.149242761690000000,44900,6677,126355301.00,23283,51.86,35.95,-19.00,
20-February-2023,2842.00,2851.90,2814.00,2827.35,2826.105573634080000000,67299,8038,190194079.00,37972,56.42,37.90,-14.65,
17-February-2023,2790.05,2845.00,2786.40,2835.30,2831.652504818870000000,100646,12993,284994498.00,60057,59.67,58.60,45.25,
16-February-2023,2798.00,2834.75,2790.60,2806.95,2818.621181183520000000,51423,7166,144941957.00,24329,47.31,44.15,8.95,
15-February-2023,2776.00,2799.00,2755.25,2788.95,2771.540319871840000000,38703,5145,107266925.00,16599,42.89,43.75,12.95,
14-February-2023,2791.05,2803.15,2765.00,2777.30,2776.546933085500000000,12912,2016,35850774.00,4483,34.72,38.15,-13.75,
13-February-2023,2818.00,2828.95,2780.10,2790.05,2793.741781289630000000,92259,6420,257747823.00,65663,71.17,48.85,-27.95,
10-February-2023,2835.40,2835.40,2792.95,2804.90,2810.674457637710000000,56005,7429,157411823.00,25397,45.35,42.45,-30.50,
9-February-2023,2784.00,2819.25,2768.55,2815.30,2795.112615566190000000,30502,3565,85256525.00,14987,49.13,50.70,31.30,
8-February-2023,2762.15,2784.45,2744.00,2765.55,2764.778749299740000000,91037,8175,251697163.00,59965,65.87,40.45,3.40,
7-February-2023,2760.00,2774.60,2748.55,2758.25,2764.178730671950000000,76702,7961,212018037.00,50044,65.24,26.05,-1.75,
6-February-2023,2760.15,2766.35,2718.05,2755.70,2738.531643075310000000,30449,3829,83385550.00,14607,47.97,48.30,-4.45,
3-February-2023,2710.00,2764.00,2700.45,2760.15,2735.802558422700000000,68167,9136,186491453.00,31161,45.71,63.55,50.15,
2-February-2023,2773.65,2773.65,2694.05,2705.85,2717.564882943140000000,44850,6934,121882785.00,30026,66.95,79.60,-67.80,
1-February-2023,2758.25,2777.85,2705.60,2743.70,2749.773815399800000000,72936,11702,200557503.00,35235,48.31,72.25,-14.55,
31-January-2023,2770.00,2781.95,2719.20,2726.60,2739.544213547440000000,110102,16304,301629297.00,68417,62.14,62.75,-43.40,
30-January-2023,2726.60,2776.50,2693.95,2766.20,2733.001675233750000000,69841,13526,190875570.00,37088,53.10,82.55,39.60,
27-January-2023,2774.00,2774.00,2686.15,2726.60,2719.612699396740000000,83878,13789,228115674.00,62994,75.10,87.85,-47.40,
25-January-2023,2810.30,2812.00,2767.85,2774.00,2778.238309217820000000,33381,5365,92740373.00,20726,62.09,44.15,-36.30,
24-January-2023,2791.05,2827.75,2785.05,2810.30,2811.373061469270000000,83375,11135,234398229.00,41292,49.53,42.70,19.25,
23-January-2023,2789.55,2800.00,2766.50,2785.75,2786.447181746300000000,88530,14699,246684169.00,58263,65.81,33.50,-3.80,
20-January-2023,2850.10,2850.10,2782.50,2788.10,2804.770024855890000000,189090,39121,530353964.00,100786,53.30,67.60,-62.00,
19-January-2023,2957.00,2972.10,2853.00,2868.05,2909.933045937320000000,137557,21668,400281660.00,50670,36.84,119.10,-88.95,
18-January-2023,2951.00,2960.00,2930.75,2945.85,2948.765547993430000000,29827,5017,87952830.00,11159,37.41,29.25,-5.15,
17-January-2023,2925.00,2944.95,2912.20,2941.35,2933.638244879570000000,37741,5581,110718441.00,13710,36.33,32.75,16.35,
16-January-2023,2933.95,2933.95,2897.00,2917.05,2913.676978108460000000,34945,6893,101818442.00,18111,51.83,36.95,-16.90,
13-January-2023,2917.00,2924.70,2872.45,2909.20,2899.446150381020000000,26639,3751,77238346.00,17343,65.10,52.25,-7.80,
12-January-2023,2940.60,2941.05,2897.00,2915.80,2905.735273698260000000,37450,7147,108819786.00,24767,66.13,44.05,-24.80,
11-January-2023,2975.15,2975.15,2936.30,2940.15,2948.520366786470000000,43404,8761,127977578.00,24306,56.00,38.85,-35.00,
10-January-2023,2989.95,2989.95,2953.05,2960.45,2963.954742759550000000,14053,2218,41652456.00,7474,53.18,36.90,-29.50,
9-January-2023,2999.95,3017.35,2951.20,2982.90,2985.622620116750000000,89080,14895,265959263.00,45640,51.23,66.15,-17.05,
6-January-2023,3005.05,3023.85,2953.00,2979.30,2973.687643369680000000,88495,18651,263156488.00,60733,68.63,70.85,-25.75,
5-January-2023,3035.10,3047.00,2995.95,3004.90,3014.340585146290000000,19995,3167,60271740.00,10585,52.94,51.05,-30.20,
4-January-2023,3038.90,3048.00,3001.00,3016.05,3029.221648896740000000,35078,6316,106259037.00,15995,45.60,47.00,-22.85,
3-January-2023,3054.90,3060.20,3025.00,3028.50,3036.933422174840000000,37520,5869,113945742.00,28088,74.86,35.20,-26.40,
2-January-2023,3091.90,3091.90,3021.10,3046.35,3043.307097010540000000,131027,13272,398755399.00,99524,75.96,70.80,-45.55,
30-December-2022,3123.05,3135.25,3072.30,3091.80,3099.677019548770000000,61078,5385,189322073.00,43025,70.44,62.95,-31.25,
29-December-2022,3101.00,3120.00,3093.00,3115.30,3106.095735277870000000,18102,3504,56226545.00,7235,39.97,27.00,14.30,
28-December-2022,3112.00,3142.00,3104.90,3124.00,3126.934901316960000000,28019,2477,87613589.00,15468,55.21,37.10,12.00,
27-December-2022,3062.00,3130.00,3057.00,3109.80,3101.417633513420000000,45164,7905,140072426.00,24402,54.03,73.00,47.80,
26-December-2022,3057.00,3071.35,3030.00,3057.50,3058.222026143790000000,45900,4829,140372391.00,30596,66.66,41.35,0.50,
23-December-2022,3055.00,3085.00,3035.60,3056.75,3054.709922676240000000,92727,15696,283254087.00,55054,59.37,49.40,1.75,
22-December-2022,3066.00,3094.40,3038.05,3090.85,3071.518415637860000000,77760,11472,238841272.00,49428,63.56,56.35,24.85,
21-December-2022,3090.00,3111.70,3050.40,3070.95,3077.508499630450000000,13530,2079,41638690.00,5397,39.89,61.30,-19.05,
20-December-2022,3080.00,3088.90,3018.00,3081.35,3048.825402883800000000,47160,8752,143782606.00,21334,45.24,70.90,1.35,
19-December-2022,3057.45,3088.00,3041.40,3081.05,3072.609541717680000000,45736,6704,140528870.00,28259,61.79,46.60,23.60,
16-December-2022,3115.00,3118.20,3050.50,3057.45,3084.974712926170000000,73239,7496,225940463.00,58402,79.74,67.70,-57.55,
15-December-2022,3140.00,3160.45,3116.50,3129.40,3132.687980742110000000,53173,6614,166574418.00,31491,59.22,43.95,-10.60,
14-December-2022,3178.50,3195.00,3126.35,3147.85,3152.093142144640000000,32080,2808,101119148.00,21988,68.54,68.65,-30.65,
13-December-2022,3184.00,3184.00,3144.00,3178.20,3161.505501670880000000,24538,2389,77577022.00,11027,44.94,40.00,-5.80,
12-December-2022,3225.00,3226.85,3141.90,3164.75,3164.960696147250000000,61826,9423,195676860.00,27373,44.27,84.95,-60.25,
9-December-2022,3230.00,3242.75,3206.05,3227.40,3230.228669699320000000,36052,3301,116456204.00,19215,53.30,36.70,-2.60,
8-December-2022,3232.00,3240.20,3202.70,3220.75,3217.703317535550000000,58025,6772,186707235.00,27156,46.80,37.50,-11.25,
7-December-2022,3177.00,3233.90,3177.00,3226.65,3204.917026601990000000,45147,5238,144692389.00,11695,25.90,56.90,49.65,
6-December-2022,3121.00,3168.00,3121.00,3160.40,3151.424050817330000000,34319,4864,108153722.00,15434,44.97,47.00,39.40,
5-December-2022,3130.00,3168.00,3111.55,3157.55,3147.559938366720000000,19470,2585,61282992.00,4678,24.03,56.45,27.55,
2-December-2022,3170.20,3170.25,3134.95,3143.10,3143.061578283380000000,45974,7706,144499113.00,24524,53.34,35.30,-27.10,
1-December-2022,3185.00,3200.00,3160.35,3181.10,3180.238317554070000000,46052,6766,146456335.00,24737,53.72,39.65,-3.90,
30-November-2022,3140.00,3200.15,3135.00,3182.30,3170.677657856720000000,35301,3220,111928092.00,18776,53.19,65.15,42.30,
29-November-2022,3151.00,3168.00,3127.00,3133.75,3144.484676162620000000,36577,6090,115015816.00,20182,55.18,41.00,-17.25,
28-November-2022,3110.00,3159.00,3098.00,3151.80,3142.966142121640000000,34379,2826,108052033.00,18624,54.17,61.00,41.80,
25-November-2022,3119.00,3119.00,3076.20,3107.15,3096.033207309390000000,15870,1908,49134047.00,4371,27.54,42.80,-11.85,
24-November-2022,3112.00,3119.10,3092.05,3114.85,3106.120952150800000000,57932,7329,179943799.00,36282,62.63,27.05,2.85,
23-November-2022,3107.00,3112.90,3088.30,3101.40,3103.851433617030000000,203855,6113,632735634.00,180740,88.66,24.60,-5.60,
22-November-2022,3097.00,3118.50,3074.80,3104.05,3105.086833969810000000,43992,5208,136598980.00,24681,56.10,43.70,7.05,
21-November-2022,3100.10,3110.05,3065.85,3097.25,3090.526398504860000000,47086,4880,145520526.00,19103,40.57,44.20,-2.85,
18-November-2022,3086.15,3114.00,3056.05,3098.65,3093.407008342850000000,115548,8093,357436993.00,70853,61.32,57.95,12.50,
17-November-2022,3089.00,3096.60,3060.00,3072.20,3080.677169233960000000,38562,5408,118797073.00,15199,39.41,36.60,-16.80,
16-November-2022,3071.50,3091.50,3051.00,3083.80,3069.051117985230000000,70797,7830,217279612.00,49989,70.61,40.50,12.30,
15-November-2022,3057.05,3095.95,3042.00,3081.80,3056.947062642000000000,61620,2558,188369078.00,52944,85.92,53.95,24.75,
14-November-2022,3056.00,3077.00,3042.00,3054.65,3054.101967452030000000,20585,2360,62868689.00,11042,53.64,35.00,-1.35,
11-November-2022,3083.00,3093.00,3048.05,3054.60,3063.420250953320000000,46941,8584,143800010.00,23247,49.52,44.95,-28.40,
10-November-2022,3080.10,3084.70,3034.60,3045.95,3051.557310100740000000,58768,11387,179333920.00,33498,57.00,50.10,-34.15,
9-November-2022,3135.05,3136.05,3081.05,3087.10,3097.524818416260000000,84534,10249,261846163.00,45581,53.92,55.00,-47.95,
7-November-2022,3180.85,3197.10,3099.00,3105.55,3123.814817892260000000,36105,4627,112785334.00,18670,51.71,98.10,-75.30,
4-November-2022,3140.00,3184.90,3126.45,3180.85,3157.429528928230000000,15815,2237,49934748.00,4965,31.39,58.45,40.85,
3-November-2022,3117.60,3147.90,3108.50,3140.50,3121.007752679940000000,10448,1585,32608289.00,4289,41.05,39.40,22.90,
2-November-2022,3158.00,3160.00,3122.00,3131.30,3135.179197535390000000,13633,1958,42741898.00,4406,32.32,38.00,-26.70,
1-November-2022,3120.00,3162.95,3116.90,3157.05,3141.599966629120000000,23973,2975,75313576.00,9232,38.51,46.05,37.05,
31-October-2022,3065.00,3111.70,3062.00,3106.80,3086.487438513760000000,49198,6979,151849009.00,26255,53.37,49.70,41.80,
28-October-2022,3060.00,3071.70,3040.00,3053.55,3052.500901886870000000,49341,6135,150613447.00,26990,54.70,31.70,-6.45,
27-October-2022,3110.00,3122.25,3033.00,3044.60,3053.382894359420000000,59267,5857,180964844.00,33714,56.88,89.25,-65.40,
25-October-2022,3130.00,3138.00,3080.00,3085.25,3104.030396325070000000,40926,7309,127035548.00,21160,51.70,58.00,-44.75,
24-October-2022,3145.00,3150.55,3117.05,3122.20,3127.730957742750000000,7549,1639,23611241.00,4662,61.76,33.50,-22.80,
21-October-2022,3136.30,3164.00,3073.55,3091.90,3106.136574132650000000,158068,24427,490980796.00,91986,58.19,90.45,-44.40,
20-October-2022,3200.00,3240.85,3101.40,3141.55,3159.300738818100000000,97859,13784,309166011.00,28825,29.46,139.45,-58.45,
19-October-2022,3249.50,3256.95,3196.95,3214.10,3214.061906490050000000,33066,2797,106276171.00,18894,57.14,60.00,-35.40,
18-October-2022,3212.00,3249.25,3212.00,3225.60,3231.514977961200000000,35619,5515,115103332.00,16170,45.40,37.25,13.60,
17-October-2022,3184.00,3217.45,3171.05,3198.30,3186.410359264600000000,387653,5052,1235221535.00,372852,96.18,46.40,14.30,
14-October-2022,3240.00,3245.00,3180.00,3185.60,3217.516444890790000000,39830,6171,128153680.00,15403,38.67,65.00,-54.40,
13-October-2022,3243.00,3254.40,3195.00,3211.25,3215.769125415770000000,20444,2749,65743184.00,7042,34.45,59.40,-31.75,
12-October-2022,3319.00,3337.55,3206.20,3247.60,3249.620581421420000000,66905,10383,217415865.00,17208,25.72,131.35,-71.40,
11-October-2022,3285.05,3359.90,3272.50,3300.35,3333.682568230630000000,57269,7140,190916667.00,21006,36.68,87.40,15.30,
