Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open,MID_VA
10-October-2022,3260.20,3298.00,3260.00,3278.20,3277.316561984940000000,44898,8041,147144959.00,19400,43.21,38.00,18.00,
7-October-2022,3315.10,3362.80,3288.70,3344.75,3322.441905318530000000,17110,2462,56846981.00,4253,24.86,74.10,29.65,
6-October-2022,3356.95,3366.45,3312.00,3328.55,3344.182796247200000000,19612,3211,65586113.00,6653,33.92,54.45,-28.40,
4-October-2022,3316.00,3367.45,3313.35,3337.45,3337.605700039660000000,17649,2481,58905403.00,4555,25.81,54.10,21.45,
3-October-2022,3337.05,3350.95,3287.05,3301.90,3312.218541010070000000,39027,5232,129265953.00,8827,22.62,63.90,-35.15,
30-September-2022,3392.00,3410.35,3287.00,3342.15,3342.213470211030000000,105106,12815,351286689.00,36107,34.35,123.35,-49.85,
29-September-2022,3571.00,3571.00,3373.90,3384.80,3443.890600745670000000,137862,18412,474781646.00,43757,31.74,197.10,-186.20,
28-September-2022,3450.00,3590.00,3421.25,3571.20,3526.271693795450000000,54186,6604,191074558.00,19669,36.30,168.75,121.20,
27-September-2022,3440.00,3499.50,3430.55,3470.40,3467.443927211170000000,51986,7970,180258540.00,21342,41.05,68.95,30.40,
26-September-2022,3375.00,3467.75,3356.40,3438.10,3425.174317862170000000,35550,5171,121764947.00,11834,33.29,111.35,63.10,
23-September-2022,3426.95,3435.00,3384.00,3393.75,3402.144942364100000000,29322,3429,99757694.00,14783,50.42,51.00,-33.20,
22-September-2022,3349.90,3440.25,3316.50,3435.65,3395.102198557200000000,17466,2544,59298855.00,6049,34.63,123.75,85.75,
21-September-2022,3400.15,3426.35,3349.00,3354.70,3376.197387005650000000,8496,1608,28684173.00,3234,38.06,77.35,-45.45,
20-September-2022,3317.55,3409.95,3317.55,3392.40,3381.689434146090000000,39003,5404,131896033.00,19101,48.97,92.40,74.85,
19-September-2022,3303.00,3340.20,3231.90,3317.20,3320.770848811790000000,1300194,9192,4317646333.00,1255188,96.54,108.30,14.20,
16-September-2022,3394.30,3420.00,3311.00,3339.55,3362.071942088110000000,40199,4011,135151930.00,24050,59.83,109.00,-54.75,
15-September-2022,3426.00,3457.05,3389.85,3394.15,3411.438853690880000000,13574,2275,46306871.00,5797,42.71,67.20,-31.85,
14-September-2022,3360.00,3448.00,3360.00,3438.80,3432.537645469030000000,49581,6224,170188649.00,29233,58.96,88.00,78.80,
13-September-2022,3430.00,3459.00,3415.00,3422.40,3437.464773623600000000,31695,4994,108950446.00,15057,47.51,44.00,-7.60,
12-September-2022,3436.10,3454.50,3423.05,3432.30,3436.666446934740000000,16687,2282,57347653.00,4796,28.74,31.45,-3.80,
9-September-2022,3460.05,3479.00,3434.95,3439.90,3460.713309558840000000,40099,5180,138771143.00,31332,78.14,44.05,-20.15,
8-September-2022,3442.50,3485.00,3428.70,3449.45,3452.260236343860000000,54243,7354,187260952.00,32025,59.04,56.30,6.95,
7-September-2022,3400.00,3434.00,3385.90,3399.35,3406.709348454140000000,46382,5649,158009993.00,20814,44.88,48.10,-0.65,
6-September-2022,3423.65,3433.65,3383.95,3395.40,3401.751067666320000000,21074,2990,71688502.00,9315,44.20,49.70,-28.25,
5-September-2022,3429.90,3449.25,3407.00,3423.65,3424.481775854770000000,21263,2660,72814756.00,6896,32.43,42.25,-6.25,
2-September-2022,3482.00,3484.45,3425.15,3429.70,3453.133826831910000000,36069,5547,124551084.00,18654,51.72,59.30,-52.30,
1-September-2022,3330.00,3474.25,3321.00,3446.90,3437.364202218990000000,60568,8074,208194275.00,26498,43.75,153.25,116.90,
30-August-2022,3318.00,3408.55,3318.00,3391.60,3375.769227687870000000,49928,6308,168545406.00,29539,59.16,90.55,73.60,
29-August-2022,3251.00,3348.80,3241.35,3343.75,3314.057863792260000000,20410,3042,67639921.00,5925,29.03,107.45,92.75,
26-August-2022,3362.20,3382.30,3306.10,3323.35,3338.508383258450000000,48072,5979,160488775.00,14600,30.37,76.20,-38.85,
25-August-2022,3365.00,3404.25,3351.45,3363.10,3378.921003198460000000,19697,2868,66554607.00,4183,21.24,52.80,-1.90,
24-August-2022,3336.00,3384.00,3301.25,3376.85,3334.473840000000000000,62500,6930,208404615.00,15869,25.39,82.75,40.85,
23-August-2022,3338.90,3383.10,3318.40,3358.25,3358.071442370850000000,25881,4581,86910247.00,8919,34.46,64.70,19.35,
22-August-2022,3450.10,3485.25,3334.00,3349.35,3392.742555442360000000,51044,6846,173179151.00,19158,37.53,151.25,-100.75,
19-August-2022,3524.90,3538.75,3463.00,3482.30,3492.499709808470000000,39629,7147,138404271.00,21845,55.12,75.75,-42.60,
18-August-2022,3521.00,3542.00,3517.00,3535.60,3529.851932498640000000,16533,2395,58359042.00,8896,53.81,25.00,14.60,
17-August-2022,3505.20,3543.00,3505.20,3521.80,3524.887475930680000000,24928,3019,87868395.00,10867,43.59,37.80,16.60,
16-August-2022,3455.00,3509.95,3455.00,3499.65,3491.509760615560000000,28072,3430,98013662.00,11606,41.34,54.95,44.65,
12-August-2022,3385.20,3435.55,3385.20,3426.00,3409.287030158970000000,13462,2178,45895822.00,3804,28.26,50.35,40.80,
11-August-2022,3455.25,3477.00,3390.00,3404.90,3441.196441230680000000,42318,6489,145624551.00,20873,49.32,87.00,-50.35,
10-August-2022,3460.00,3460.00,3395.35,3412.45,3416.773411987780000000,18986,2806,64870860.00,6185,32.58,64.65,-47.55,
8-August-2022,3451.00,3475.90,3437.15,3456.50,3454.674564270150000000,14688,1917,50742260.00,4927,33.54,38.75,5.50,
5-August-2022,3463.00,3490.50,3452.80,3473.45,3475.253538763070000000,18368,2582,63833457.00,6799,37.02,37.70,10.45,
4-August-2022,3450.15,3475.00,3409.30,3459.45,3447.915487411400000000,78722,11388,271426803.00,50761,64.48,65.70,9.30,
3-August-2022,3403.90,3447.00,3372.60,3439.70,3410.003464556230000000,29441,3040,100393912.00,11628,39.50,74.40,35.80,
2-August-2022,3332.75,3404.65,3327.00,3396.05,3368.945242859740000000,54970,5766,185190920.00,15033,27.35,77.65,63.30,
1-August-2022,3343.90,3355.00,3315.00,3323.75,3333.654602265090000000,550794,3309,1836156953.00,533354,96.83,40.00,-20.15,
29-July-2022,3280.00,3354.50,3276.75,3332.35,3321.617288086920000000,41786,4615,138797100.00,12846,30.74,77.75,52.35,
28-July-2022,3195.00,3279.50,3184.20,3263.20,3246.921921129460000000,60631,4424,196864123.00,15432,25.45,95.30,68.20,
27-July-2022,3138.00,3191.90,3097.80,3185.45,3145.272795877050000000,54330,5197,170882671.00,15804,29.09,94.10,47.45,
26-July-2022,3099.90,3149.95,3053.00,3107.60,3099.789457763580000000,128929,11992,399652755.00,42942,33.31,96.95,7.70,
25-July-2022,3066.15,3116.00,3052.50,3105.85,3089.148141955440000000,23923,2509,73901691.00,7130,29.80,63.50,39.70,
22-July-2022,3070.00,3092.00,3048.00,3066.15,3070.498998476150000000,104341,8399,320378936.00,75948,72.79,44.00,-3.85,
21-July-2022,2987.90,3084.00,2987.90,3069.30,3038.132889377770000000,67274,7608,204387352.00,33374,49.61,96.10,81.40,
20-July-2022,3020.05,3042.70,3001.00,3011.75,3027.540650170950000000,34514,2707,104492538.00,19522,56.56,41.70,-8.30,
19-July-2022,2985.00,3022.95,2977.75,3018.05,3005.376217166720000000,45495,4806,136729591.00,20714,45.53,45.20,33.05,
18-July-2022,2990.00,3024.25,2990.00,3019.20,2981.881606754600000000,591005,6175,1762306939.00,562877,95.24,34.25,29.20,
15-July-2022,2939.00,2984.00,2939.00,2978.25,2968.566549782690000000,40496,6234,120215071.00,27999,69.14,45.00,39.25,
14-July-2022,2943.00,2953.90,2913.00,2939.65,2936.277035127680000000,33364,5372,97965947.00,21644,64.87,40.90,-3.35,
13-July-2022,2948.00,2968.00,2926.20,2941.40,2941.570045264420000000,34906,4044,102678444.00,10324,29.58,41.80,-6.60,
12-July-2022,2930.00,2930.00,2886.15,2892.25,2901.573959457160000000,17611,2304,51099619.00,4777,27.12,43.85,-37.75,
11-July-2022,2880.30,2940.40,2850.05,2932.20,2907.136673756870000000,49834,6644,144874249.00,26579,53.34,90.35,51.90,
8-July-2022,2880.00,2886.55,2842.45,2880.35,2862.578862266650000000,27212,2836,77896496.00,10297,37.84,44.10,0.35,
7-July-2022,2897.00,2932.00,2876.75,2890.70,2909.415221541380000000,74907,9301,217935566.00,35045,46.78,55.25,-6.30,
6-July-2022,2835.90,2868.00,2806.10,2861.75,2842.238357359830000000,59587,5321,169360457.00,14795,24.83,61.90,25.85,
5-July-2022,2789.00,2812.20,2761.00,2766.20,2790.622022647400000000,43537,6898,121495311.00,18157,41.70,51.20,-22.80,
4-July-2022,2809.60,2809.60,2744.80,2790.75,2775.395745338420000000,19414,3124,53881533.00,6386,32.89,64.80,-18.85,
1-July-2022,2702.00,2779.00,2686.85,2772.95,2746.823115502660000000,80154,9660,220168860.00,38564,48.11,92.15,70.95,
30-June-2022,2710.00,2725.80,2680.00,2697.50,2704.108816916030000000,46252,7484,125070441.00,10446,22.58,45.80,-12.50,
29-June-2022,2720.00,2720.00,2677.65,2698.65,2701.340169143530000000,40912,6290,110517229.00,12475,30.49,42.35,-21.35,
28-June-2022,2785.00,2785.00,2705.00,2728.90,2726.607849480320000000,95828,9488,261285377.00,58037,60.56,80.00,-56.10,
27-June-2022,2790.00,2826.50,2764.80,2820.60,2788.868863786580000000,33286,3992,92830289.00,17099,51.37,61.70,30.60,
24-June-2022,2767.10,2786.15,2725.75,2760.10,2750.178103356420000000,56310,7821,154862529.00,22657,40.24,60.40,-7.00,
23-June-2022,2674.95,2767.00,2674.95,2758.60,2733.520259472640000000,95116,10623,260001513.00,40803,42.90,92.05,83.65,
22-June-2022,2682.00,2707.70,2626.95,2668.25,2661.063299432210000000,96162,9001,255893169.00,62282,64.77,80.75,-13.75,
21-June-2022,2665.00,2709.95,2641.20,2678.80,2690.722096523500000000,50827,4324,136761332.00,28276,55.63,68.75,13.80,
20-June-2022,2620.00,2672.00,2590.00,2659.55,2631.597685384950000000,64892,10034,170769637.00,24763,38.16,82.00,39.55,
17-June-2022,2653.50,2657.95,2560.25,2583.20,2601.954903082300000000,78675,18290,204708802.00,35434,45.04,97.70,-70.30,
16-June-2022,2690.00,2726.65,2641.00,2657.45,2663.762740802780000000,62084,6590,165377046.00,31477,50.70,85.65,-32.55,
15-June-2022,2669.40,2681.30,2629.00,2660.65,2654.151653543310000000,31750,3397,84269315.00,12276,38.66,52.30,-8.75,
14-June-2022,2607.55,2665.30,2585.05,2635.35,2625.985273720440000000,116798,17624,306709828.00,63996,54.79,80.25,27.80,
13-June-2022,2695.00,2695.00,2643.65,2661.95,2661.184282854330000000,88413,17457,235283286.00,50609,57.24,51.35,-33.05,
10-June-2022,2666.00,2736.00,2652.45,2708.75,2712.325398006250000000,154583,13247,419279397.00,108666,70.30,83.55,42.75,
9-June-2022,2680.00,2698.80,2634.25,2687.75,2667.735265700480000000,182160,22576,485954656.00,131782,72.34,64.55,7.75,
8-June-2022,2772.10,2772.15,2700.45,2705.55,2725.401123477980000000,162531,19570,442962170.00,116170,71.48,71.70,-66.55,
7-June-2022,2806.00,2806.00,2731.20,2745.15,2747.867483264890000000,142216,24017,390790722.00,103483,72.76,74.80,-60.85,
6-June-2022,2885.00,2885.00,2808.00,2818.75,2839.836895043330000000,71782,10374,203849172.00,42685,59.46,77.00,-66.25,
3-June-2022,2900.00,2919.90,2856.15,2887.00,2890.918566930640000000,20962,2805,60599435.00,6159,29.38,63.75,-13.00,
2-June-2022,2940.40,2940.40,2849.55,2908.35,2887.084802444160000000,72663,8007,209784243.00,26992,37.15,90.85,-32.05,
1-June-2022,2864.00,2938.00,2833.00,2853.10,2887.536053036200000000,100158,10424,289209836.00,21866,21.83,105.00,-10.90,
31-May-2022,2850.00,2877.15,2812.40,2860.10,2855.130704837730000000,70839,9459,202254604.00,19811,27.97,64.75,10.10,
30-May-2022,2890.00,2890.00,2818.00,2844.70,2856.544014584710000000,84472,10049,241297986.00,27697,32.79,72.00,-45.30,
27-May-2022,2883.30,2883.30,2781.85,2835.05,2815.635741481990000000,102430,15780,288405569.00,38435,37.52,101.45,-48.25,
26-May-2022,2850.00,2858.90,2719.50,2844.45,2772.951679111410000000,323028,30807,895741035.00,168107,52.04,139.40,-5.55,
25-May-2022,3060.00,3060.00,2828.05,2838.40,2904.084607288380000000,95961,13528,278678863.00,47818,49.83,231.95,-221.60,
24-May-2022,3174.00,3183.90,3070.25,3086.50,3129.625808087210000000,23667,3350,74068854.00,6654,28.12,113.65,-87.50,
23-May-2022,3128.00,3187.35,3128.00,3174.00,3171.441045115400000000,37393,4929,118589695.00,11588,30.99,59.35,46.00,
20-May-2022,3100.00,3124.00,3051.70,3109.55,3107.526365603030000000,22188,3062,68949795.00,10251,46.20,72.30,9.55,
19-May-2022,3000.00,3071.65,2999.20,3046.45,3044.330887868420000000,54659,6497,166400082.00,16237,29.71,72.45,46.45,
18-May-2022,3048.00,3127.00,3028.65,3100.10,3096.223062804430000000,84994,7521,263160383.00,57697,67.88,98.35,52.10,
17-May-2022,2999.45,3055.90,2951.75,3049.80,3004.149984367320000000,44778,5416,134519828.00,8995,20.09,104.15,50.35,
16-May-2022,3085.25,3085.25,2985.30,2999.45,3018.719714478560000000,48893,7382,147594263.00,18548,37.94,99.95,-85.80,
13-May-2022,3061.00,3116.95,3036.15,3065.20,3075.469295809420000000,64812,7456,199327316.00,35528,54.82,80.80,4.20,
12-May-2022,3022.20,3077.60,2987.85,3039.40,3035.029185457110000000,82267,12051,249682746.00,29419,35.76,89.75,17.20,
11-May-2022,3085.05,3106.75,2980.00,3054.10,3030.435530630670000000,63123,7814,191290182.00,20090,31.83,126.75,-30.95,
10-May-2022,3038.30,3137.90,3037.10,3083.70,3079.140762206600000000,114221,13709,351702537.00,24255,21.24,100.80,45.40,
9-May-2022,3000.00,3040.00,2974.30,3009.75,2994.298737606140000000,57589,9429,172438670.00,20924,36.33,65.70,9.75,
6-May-2022,3030.00,3052.50,3003.05,3016.60,3035.736796183610000000,88251,7956,267906808.00,60869,68.97,49.45,-13.40,
5-May-2022,3140.00,3140.00,3070.50,3076.05,3106.739035787880000000,103359,8994,321109440.00,79982,77.38,69.50,-63.95,
4-May-2022,3195.00,3195.00,3082.00,3100.20,3193.590158285560000000,496255,4932,1584835084.00,468787,94.46,113.00,-94.80,
2-May-2022,3190.25,3210.50,3154.60,3198.65,3180.135180330830000000,44252,6371,140727342.00,21875,49.43,55.90,8.40,
29-April-2022,3250.00,3276.55,3220.75,3239.30,3255.552528193100000000,106143,10010,345554112.00,61152,57.61,55.80,-10.70,
28-April-2022,3183.00,3267.00,3170.05,3248.30,3240.066929671760000000,117108,8684,379437758.00,68610,58.59,96.95,65.30,
27-April-2022,3100.00,3164.60,3085.00,3148.30,3132.092575723070000000,26346,2847,82518111.00,6886,26.14,79.60,48.30,
26-April-2022,3116.00,3150.10,3107.00,3125.60,3124.234372449810000000,36762,3157,114853104.00,23430,63.73,43.10,9.60,
25-April-2022,3105.00,3155.00,3095.15,3130.05,3124.347747451500000000,79066,8946,247029679.00,44475,56.25,59.85,25.05,
22-April-2022,3135.00,3171.25,3117.90,3164.75,3149.779916469950000000,22028,2156,69383352.00,7799,35.40,53.35,29.75,
21-April-2022,3095.00,3173.50,3090.50,3156.70,3149.808193615070000000,69664,11808,219428238.00,45657,65.54,83.00,61.70,
20-April-2022,3000.00,3089.20,2982.00,3083.20,3054.720661500140000000,28904,3404,88293646.00,5202,18.00,107.20,83.20,
19-April-2022,3022.00,3057.45,2970.00,2988.45,3018.128931137660000000,49127,8182,148271620.00,24048,48.95,87.45,-33.55,
18-April-2022,3065.00,3065.00,3015.00,3022.35,3035.553236249260000000,48961,9492,148623722.00,21945,44.82,50.00,-42.65,
13-April-2022,3130.00,3130.00,3067.35,3080.90,3086.362081647660000000,54380,8506,167836370.00,22750,41.84,62.65,-49.10,
12-April-2022,3157.00,3162.55,3116.45,3131.75,3137.425876420200000000,32918,3589,103277785.00,15275,46.40,46.10,-25.25,
11-April-2022,3188.85,3222.95,3150.00,3157.30,3179.539249376730000000,44523,6182,141562626.00,18921,42.50,72.95,-31.55,
8-April-2022,3172.85,3219.00,3150.70,3206.70,3190.305219801980000000,63125,8976,201388017.00,34502,54.66,68.30,33.85,
7-April-2022,3145.40,3208.95,3145.40,3155.30,3174.126443188150000000,113031,10464,358774686.00,55258,48.89,63.55,9.90,
6-April-2022,3139.60,3165.00,3112.55,3155.05,3144.289329627760000000,47496,4958,149341166.00,25788,54.30,52.45,15.45,
5-April-2022,3116.00,3157.25,3080.80,3139.60,3140.860434049900000000,48658,3918,152827987.00,29864,61.38,76.45,23.60,
4-April-2022,3147.00,3147.00,3092.60,3117.65,3118.713192419830000000,60368,10156,188270478.00,34489,57.13,54.40,-29.35,
1-April-2022,3105.00,3120.00,3088.20,3113.80,3104.057985374840000000,50461,5870,156633870.00,23366,46.30,31.80,8.80,
31-March-2022,3105.00,3129.00,3066.75,3081.75,3108.527224341760000000,42462,4341,131994283.00,14045,33.08,62.25,-23.25,
30-March-2022,3075.00,3093.00,3055.75,3080.15,3078.070415329520000000,64503,7948,198544776.00,33458,51.87,37.25,5.15,
29-March-2022,3060.20,3087.85,3012.60,3043.55,3052.384297323140000000,41840,4024,127711759.00,10954,26.18,75.25,-16.65,
28-March-2022,3059.00,3059.00,2997.70,3026.80,3020.561080891380000000,28495,2742,86070888.00,5455,19.14,61.30,-32.20,
25-March-2022,3037.70,3063.65,2992.00,3046.40,3018.351638943250000000,24528,2979,74034129.00,6393,26.06,71.65,8.70,
24-March-2022,2970.00,3038.25,2951.25,3023.50,3012.815638816460000000,70568,4384,212608374.00,38302,54.28,87.00,53.50,
23-March-2022,3059.90,3079.90,3005.00,3016.15,3026.111357202010000000,51923,7282,157124780.00,18997,36.59,74.90,-43.75,
22-March-2022,3015.00,3062.90,2975.00,3051.70,3006.036421147760000000,88520,13353,266094344.00,28840,32.58,87.90,36.70,
21-March-2022,3125.00,3125.00,3032.25,3045.75,3076.213099441850000000,43895,5346,135030374.00,12145,27.67,92.75,-79.25,
17-March-2022,3110.00,3162.70,3083.75,3135.00,3136.289998480010000000,65790,6459,206336519.00,18350,27.89,78.95,25.00,
16-March-2022,3037.00,3049.90,3010.70,3041.60,3033.034881807710000000,72932,14279,221205300.00,38777,53.17,39.20,4.60,
15-March-2022,2988.00,3031.00,2965.75,2986.50,2995.484147166980000000,54659,6343,163730168.00,13547,24.78,65.25,-1.50,
14-March-2022,2945.10,2971.60,2917.60,2962.50,2951.784272790540000000,68976,9384,203602272.00,33537,48.62,54.00,17.40,
11-March-2022,2934.00,2939.95,2883.30,2932.65,2920.526689661420000000,1467291,6699,4285262527.00,1415414,96.46,56.65,-1.35,
10-March-2022,3028.00,3049.20,2891.15,2911.20,2958.253490713450000000,219511,25999,649369182.00,66735,30.40,158.05,-116.80,
9-March-2022,2750.05,2890.00,2665.10,2875.10,2762.259896224860000000,218164,30415,602625668.00,60450,27.71,224.90,125.05,
8-March-2022,2698.00,2736.75,2638.00,2723.65,2673.549734586600000000,193095,29438,516249086.00,68938,35.70,98.75,25.65,
7-March-2022,2650.00,2725.95,2601.00,2708.50,2660.079127184660000000,353431,52064,940154426.00,130405,36.90,124.95,58.50,
4-March-2022,2871.45,2871.45,2662.35,2738.95,2730.264476214000000000,279303,31710,762571059.00,74700,26.75,209.10,-132.50,
3-March-2022,3053.40,3054.05,2862.55,2871.45,2915.185819859140000000,161296,19364,470207812.00,63078,39.11,191.50,-181.95,
2-March-2022,3115.00,3115.00,2992.00,3028.80,3035.998853801560000000,120398,15520,365528190.00,61004,50.67,123.00,-86.20,
28-February-2022,3082.00,3190.00,3015.00,3172.65,3085.929002088870000000,84256,14822,260008034.00,25399,30.14,175.00,90.65,
25-February-2022,3092.20,3141.00,3084.55,3120.05,3112.176845252280000000,46159,6757,143654971.00,15169,32.86,56.45,27.85,
24-February-2022,3164.00,3193.60,3052.35,3067.75,3113.354409411240000000,142468,31224,443553376.00,50929,35.75,141.25,-96.25,
23-February-2022,3216.85,3296.05,3216.85,3239.60,3271.366287684070000000,66142,8173,216374709.00,32853,49.67,79.20,22.75,
22-February-2022,3125.00,3237.80,3124.85,3228.20,3180.956872241290000000,32624,5411,103775537.00,8640,26.48,112.95,103.20,
21-February-2022,3221.20,3277.80,3205.00,3248.60,3245.125182824910000000,38288,5617,124249353.00,19372,50.60,72.80,27.40,
18-February-2022,3238.00,3269.95,3231.00,3261.80,3254.816999500750000000,40060,3884,130387969.00,25071,62.58,38.95,23.80,
17-February-2022,3260.00,3292.90,3236.05,3265.35,3264.454807692310000000,31200,5277,101850990.00,13520,43.33,56.85,5.35,
16-February-2022,3275.20,3285.00,3225.00,3258.15,3262.698420216340000000,65452,5659,213550137.00,48235,73.70,60.00,-17.05,
15-February-2022,3135.00,3270.00,3133.15,3264.20,3213.417518570270000000,67985,11930,218464190.00,30616,45.03,136.85,129.20,
14-February-2022,3150.00,3182.00,3123.55,3145.90,3158.802390781930000000,32458,5009,102528408.00,7215,22.23,58.45,-4.10,
11-February-2022,3237.00,3237.00,3182.80,3214.80,3202.153916733570000000,17438,2755,55839160.00,3771,21.63,54.20,-22.20,
10-February-2022,3229.00,3247.50,3176.00,3237.50,3214.570208154030000000,31371,5853,100844282.00,11347,36.17,71.50,8.50,
9-February-2022,3220.00,3258.65,3220.00,3228.40,3240.856322229780000000,29420,5048,95345993.00,16965,57.66,38.65,8.40,
8-February-2022,3174.00,3221.45,3168.50,3216.40,3196.246974721160000000,23221,3615,74220051.00,5427,23.37,52.95,42.40,
7-February-2022,3230.00,3251.15,3145.00,3174.00,3184.088679089710000000,48512,10144,154466510.00,16400,33.81,106.15,-56.00,
4-February-2022,3198.00,3247.70,3177.35,3236.70,3216.652059188740000000,19328,2641,62171451.00,6124,31.68,70.35,38.70,
3-February-2022,3205.00,3242.05,3190.00,3202.90,3220.838203922170000000,38907,6047,125313152.00,13405,34.45,52.05,-2.10,
2-February-2022,3220.00,3244.00,3192.20,3197.90,3210.029513842890000000,37745,6346,121162564.00,16834,44.60,51.80,-22.10,
1-February-2022,3195.00,3211.95,3141.65,3197.45,3184.341787227400000000,51219,8894,163098802.00,22013,42.98,70.30,2.45,
31-January-2022,3150.00,3191.70,3137.60,3154.70,3161.964690721650000000,50440,7837,159489499.00,19418,38.50,54.10,4.70,
28-January-2022,3134.95,3170.00,3103.55,3112.60,3141.011003134090000000,44351,8795,139306979.00,19233,43.37,66.45,-22.35,
27-January-2022,3160.00,3160.00,3076.75,3117.25,3100.434191079710000000,49393,6642,153139746.00,15242,30.86,83.25,-42.75,
25-January-2022,3100.00,3156.55,3010.70,3146.30,3089.731832159000000000,155123,28058,479288471.00,99859,64.37,145.85,46.30,
24-January-2022,3284.90,3284.90,3136.00,3155.80,3166.331123126640000000,95617,11942,302755083.00,49658,51.93,148.90,-129.10,
21-January-2022,3290.10,3325.00,3242.85,3274.60,3288.554347968930000000,76093,12148,250235966.00,20162,26.50,82.15,-15.50,
20-January-2022,3281.10,3365.00,3223.00,3307.70,3285.242821517130000000,141952,21819,466346789.00,43512,30.65,142.00,26.60,
19-January-2022,3375.00,3375.00,3268.70,3281.10,3291.360624198380000000,42102,5927,138572865.00,17300,41.09,106.30,-93.90,
18-January-2022,3388.30,3393.90,3351.15,3372.40,3373.400337457820000000,35560,6445,119958116.00,13702,38.53,42.75,-15.90,
17-January-2022,3370.80,3398.00,3320.20,3378.90,3347.901571662210000000,50138,9046,167857089.00,21537,42.96,77.80,8.10,
14-January-2022,3460.00,3463.25,3347.00,3364.80,3368.463182568730000000,86603,17312,291719017.00,45641,52.70,116.25,-95.20,
13-January-2022,3559.75,3559.75,3450.15,3456.75,3490.907247002920000000,46295,9241,161611551.00,20025,43.26,109.60,-103.00,
12-January-2022,3537.00,3582.55,3534.00,3544.35,3551.413161889450000000,11199,1829,39772276.00,3987,35.60,48.55,7.35,
11-January-2022,3555.00,3562.25,3496.65,3536.85,3524.883960407340000000,35057,6420,123571857.00,15803,45.08,65.60,-18.15,
10-January-2022,3580.00,3588.05,3528.00,3555.00,3548.597425837980000000,14529,2665,51557572.00,4560,31.39,60.05,-25.00,
7-January-2022,3523.70,3582.45,3498.30,3574.65,3556.794738767500000000,30069,3557,106949261.00,11709,38.94,84.15,50.95,
6-January-2022,3505.00,3535.00,3453.55,3513.70,3499.313559322030000000,24780,3382,86712990.00,6401,25.83,81.45,8.70,
5-January-2022,3475.00,3540.80,3455.00,3526.45,3514.608989104120000000,33040,4401,116122681.00,13281,40.20,85.80,51.45,
4-January-2022,3429.90,3472.55,3415.25,3456.30,3442.468983178070000000,22649,2957,77968480.00,11192,49.41,57.30,26.40,
3-January-2022,3391.85,3440.55,3384.30,3421.85,3423.853941795330000000,14638,2485,50118374.00,6417,43.84,56.25,30.00,